"Datum";"Salzburg"
"2022-09-19";"0.3450632741265765"
"2022-09-11";"0.22812639263204804"
"2022-09-10";"0.2758737771364302"
"2022-09-09";"0.3466106430688482"
"2022-09-08";"0.3607580162553318"
"2022-09-07";"0.440336990429302"
"2022-09-06";"0.38374749768336763"
"2022-09-05";"0.3430737997722273"
"2022-09-04";"0.2016000679073913"
"2022-09-03";"0.3324632698823646"
"2022-09-02";"0.32715800493743324"
"2022-09-01";"0.38551591933167806"
"2022-08-31";"0.3607580162553318"
"2022-08-30";"0.39082118427660945"
"2022-08-29";"0.41557908735295573"
"2022-08-28";"0.2511158740600839"
"2022-08-27";"0.3112422101026392"
"2022-08-26";"0.4562527852640961"
"2022-08-25";"0.41557908735295573"
"2022-08-24";"0.38728434097998854"
"2022-08-23";"0.4138106657046453"
"2022-08-22";"0.5729686140525858"
"2022-08-21";"0.2900211503229138"
"2022-08-20";"0.32185273999250186"
"2022-08-19";"0.5040001697684783"
"2022-08-18";"0.5093054347134096"
"2022-08-17";"0.5835791439424485"
"2022-08-16";"0.6401686366883829"
"2022-08-15";"0.3660632812002631"
"2022-08-14";"0.3006316802127765"
"2022-08-13";"0.38728434097998854"
"2022-08-12";"0.38728434097998854"
"2022-08-11";"0.40143171416647216"
"2022-08-10";"0.6118738903154156"
"2022-08-09";"0.5588212408661022"
"2022-08-08";"0.6384002150400725"
"2022-08-07";"0.32715800493743324"
"2022-08-06";"0.42618961724281845"
"2022-08-05";"0.5393686027346872"
"2022-08-04";"0.45802120691240655"
"2022-08-03";"0.6348633717434515"
"2022-08-02";"0.569431770755965"
"2022-08-01";"0.7480423572353203"
"2022-07-31";"0.48808437493368423"
"2022-07-30";"0.4350317254843707"
"2022-07-29";"0.5446738676796186"
"2022-07-28";"0.7533476221802516"
"2022-07-27";"0.7745686819599771"
"2022-07-26";"1.080505627117685"
"2022-07-25";"0.9744003282190579"
"2022-07-24";"0.7285897191039055"
"2022-07-23";"0.7374318273454576"
"2022-07-22";"1.0504424590964074"
"2022-07-21";"1.273263586783524"
"2022-07-20";"1.2785688517284552"
"2022-07-19";"1.6888426741364797"
"2022-07-18";"1.2502741053554882"
"2022-07-17";"0.7621897304218039"
"2022-07-16";"0.9072003055832608"
"2022-07-15";"1.6906110957847902"
"2022-07-14";"1.1176424817322044"
"2022-07-13";"1.4359583784280854"
"2022-07-12";"1.6340216030388557"
"2022-07-11";"1.25734779194873"
"2022-07-10";"0.6348633717434515"
"2022-07-09";"0.7993265850363234"
"2022-07-08";"0.9001266189900191"
"2022-07-07";"1.3174741279912852"
"2022-07-06";"1.1264845899737566"
"2022-07-05";"1.1760003961264494"
"2022-07-04";"1.1530109146984135"
"2022-07-03";"0.7215160325106637"
"2022-07-02";"0.7126739242691114"
"2022-07-01";"0.9107371488798818"
"2022-06-30";"0.8240844881126697"
"2022-06-29";"1.041600350854855"
"2022-06-28";"0.9850108581089206"
"2022-06-27";"1.034526664261613"
"2022-06-26";"0.6596212748197979"
"2022-06-25";"0.6472423232816247"
"2022-06-24";"0.7515792005319413"
"2022-06-23";"1.1052635301940312"
"2022-06-22";"0.8311581747059115"
"2022-06-21";"1.170695131181518"
"2022-06-20";"0.7728002603116667"
"2022-06-19";"0.5552843975694813"
"2022-06-18";"0.5146106996583409"
"2022-06-17";"0.7975581633880129"
"2022-06-16";"0.5093054347134096"
"2022-06-15";"0.6631581181164188"
"2022-06-14";"0.6702318047096605"
"2022-06-13";"0.5588212408661022"
"2022-06-12";"0.3660632812002631"
"2022-06-11";"0.2864843070262929"
"2022-06-10";"0.5340633377897559"
"2022-06-09";"0.5022317481201678"
"2022-06-08";"0.6207159985569679"
"2022-06-07";"0.5040001697684783"
"2022-06-06";"0.2546527173567048"
"2022-06-05";"0.2617264039499466"
"2022-06-04";"0.22635797098373758"
"2022-06-03";"0.19452638131414948"
"2022-06-02";"0.3749053894418154"
"2022-06-01";"0.3360001131789855"
"2022-05-31";"0.27764219878474067"
"2022-05-30";"0.23520007922528985"
"2022-05-29";"0.10433687725031655"
"2022-05-28";"0.23873692252191075"
"2022-05-27";"0.19983164625908084"
"2022-05-26";"0.14677899680976736"
"2022-05-25";"0.3130106317509496"
"2022-05-24";"0.23873692252191075"
"2022-05-23";"0.16800005658949274"
"2022-05-22";"0.1450105751614569"
"2022-05-21";"0.20336848955570175"
"2022-05-20";"0.2688000905431884"
"2022-05-19";"0.23873692252191075"
"2022-05-18";"0.35368432966209"
"2022-05-17";"0.3607580162553318"
"2022-05-16";"0.2528842957083943"
"2022-05-15";"0.22458954933542713"
"2022-05-14";"0.3395369564756064"
"2022-05-13";"0.3024001018610869"
"2022-05-12";"0.39789487086985126"
"2022-05-11";"0.7533476221802516"
"2022-05-10";"0.40143171416647216"
"2022-05-09";"0.6543160098748665"
"2022-05-08";"0.2581895606533257"
"2022-05-07";"0.32892642658574367"
"2022-05-06";"0.46155805020902746"
"2022-05-05";"0.4704001584505797"
"2022-05-04";"0.5269896511965141"
"2022-05-03";"0.585347565590759"
"2022-05-02";"0.32892642658574367"
"2022-05-01";"0.5057685914167886"
"2022-04-30";"0.3130106317509496"
"2022-04-29";"0.5181475429549619"
"2022-04-28";"0.5057685914167886"
"2022-04-27";"0.569431770755965"
"2022-04-26";"0.636631793391762"
"2022-04-25";"0.8170108015194278"
"2022-04-24";"0.15385268340300914"
"2022-04-23";"0.48631595328537375"
"2022-04-22";"0.6189475769086574"
"2022-04-21";"0.5782738789975171"
"2022-04-20";"0.9478740034944012"
"2022-04-19";"0.7321265624005262"
"2022-04-18";"0.5552843975694813"
"2022-04-17";"0.5623580841627231"
"2022-04-16";"0.5535159759211709"
"2022-04-15";"0.794021320091392"
"2022-04-14";"0.8400002829474638"
"2022-04-13";"0.9655582199775057"
"2022-04-12";"0.90366346228664"
"2022-04-11";"0.7975581633880129"
"2022-04-10";"0.8877476674518459"
"2022-04-09";"0.8594529210788787"
"2022-04-08";"0.9920845447021623"
"2022-04-07";"1.427116270186533"
"2022-04-06";"1.1424003848085507"
"2022-04-05";"1.9364217048999426"
"2022-04-04";"1.489011027877399"
"2022-04-03";"0.6932212861376964"
"2022-04-02";"1.4076636320551181"
