"Datum";"Wien"
"2022-09-19";"0.44127153658056717"
"2022-09-11";"0.34187684768083315"
"2022-09-10";"0.4083103158400384"
"2022-09-09";"0.5360669853769716"
"2022-09-08";"0.533511851986233"
"2022-09-07";"0.6035225068924723"
"2022-09-06";"0.6418495077535523"
"2022-09-05";"0.7409886833142124"
"2022-09-04";"0.43079548967853865"
"2022-09-03";"0.46707838382702765"
"2022-09-02";"0.5263574784921647"
"2022-09-01";"0.5151148915729146"
"2022-08-31";"0.5616183192843582"
"2022-08-30";"0.6674008416609389"
"2022-08-29";"0.739966629957917"
"2022-08-28";"0.322968860589367"
"2022-08-27";"0.5278905585266079"
"2022-08-26";"0.755297430302349"
"2022-08-25";"0.7297460963949624"
"2022-08-24";"0.7568305103367922"
"2022-08-23";"0.7731833640375196"
"2022-08-22";"0.9893476488940106"
"2022-08-21";"0.4716776239303573"
"2022-08-20";"0.7680730972560422"
"2022-08-19";"0.7639848838308604"
"2022-08-18";"0.8171316583582247"
"2022-08-17";"1.3128275361615251"
"2022-08-16";"1.1079058382242843"
"2022-08-15";"0.7690951506123377"
"2022-08-14";"0.44408218331037974"
"2022-08-13";"0.848815312403384"
"2022-08-12";"0.8462601790126454"
"2022-08-11";"0.9208700740222143"
"2022-08-10";"1.1053507048335458"
"2022-08-09";"1.0348290232491588"
"2022-08-08";"1.0997294113739209"
"2022-08-07";"0.6127209870991315"
"2022-08-06";"0.827863218599327"
"2022-08-05";"0.8999179802181573"
"2022-08-04";"1.0619134371909886"
"2022-08-03";"1.0194982229047267"
"2022-08-02";"1.3874374311710944"
"2022-08-01";"1.4722678597436178"
"2022-07-31";"0.804867018082679"
"2022-07-30";"0.9719727418369876"
"2022-07-29";"1.123747665246864"
"2022-07-28";"1.1227256118905689"
"2022-07-27";"1.5019074070761864"
"2022-07-26";"1.8335637211940647"
"2022-07-25";"1.6153553296249832"
"2022-07-24";"1.6490830903827334"
"2022-07-23";"0.8876533399426116"
"2022-07-22";"1.8371409079410992"
"2022-07-21";"1.6173994363375739"
"2022-07-20";"2.175951595553046"
"2022-07-19";"2.4197113210295145"
"2022-07-18";"1.9981143115576347"
"2022-07-17";"1.3337796299655822"
"2022-07-16";"1.6332412633601536"
"2022-07-15";"1.6674800507960519"
"2022-07-14";"1.7558876661156095"
"2022-07-13";"1.844806308113315"
"2022-07-12";"2.018044352005396"
"2022-07-11";"1.8361188545848035"
"2022-07-10";"1.1692290396020124"
"2022-07-09";"1.120681505177978"
"2022-07-08";"1.497308166972857"
"2022-07-07";"1.5243925809146865"
"2022-07-06";"1.835096801228508"
"2022-07-05";"1.7426009724837686"
"2022-07-04";"1.9459895903865663"
"2022-07-03";"1.1043286514772503"
"2022-07-02";"1.3613750705855598"
"2022-07-01";"1.3455332435629803"
"2022-06-30";"1.0537370103406247"
"2022-06-29";"2.3849615069154684"
"2022-06-28";"1.9516108838461912"
"2022-06-27";"3.775976124833597"
"2022-06-26";"1.1227256118905689"
"2022-06-25";"1.2106222005319789"
"2022-06-24";"1.720626825323416"
"2022-06-23";"1.3623971239418555"
"2022-06-22";"1.7364686523459958"
"2022-06-21";"1.8243652409874056"
"2022-06-20";"1.1763834130960806"
"2022-06-19";"0.9760609552621694"
"2022-06-18";"1.0481157168809998"
"2022-06-17";"0.7598966704056784"
"2022-06-16";"0.841149912231168"
"2022-06-15";"1.4002130981247876"
"2022-06-14";"1.3368457900344688"
"2022-06-13";"0.7251468562916328"
"2022-06-12";"0.508471544756994"
"2022-06-11";"0.4302844630003909"
"2022-06-10";"0.7031727091312803"
"2022-06-09";"0.6990844957060983"
"2022-06-08";"1.0338069698928634"
"2022-06-07";"0.42568522289706134"
"2022-06-06";"0.3684502349445153"
"2022-06-05";"0.36436202151933345"
"2022-06-04";"0.4885415043092325"
"2022-06-03";"0.45328066351703894"
"2022-06-02";"0.5171589982855055"
"2022-06-01";"0.5432213588710398"
"2022-05-31";"0.6168092005243133"
"2022-05-30";"0.28464185972828715"
"2022-05-29";"0.265733872636821"
"2022-05-28";"0.3413658210026854"
"2022-05-27";"0.28770801979717353"
"2022-05-26";"0.26931105938385513"
"2022-05-25";"0.4537916901951866"
"2022-05-24";"0.5202251583543919"
"2022-05-23";"0.28821904647532126"
"2022-05-22";"0.3122373003482647"
"2022-05-21";"0.2739102994871847"
"2022-05-20";"0.39655670224264056"
"2022-05-19";"0.495184851125153"
"2022-05-18";"0.5192031049980964"
"2022-05-17";"0.728213016360519"
"2022-05-16";"0.384292061967095"
"2022-05-15";"0.3577186747034129"
"2022-05-14";"0.4573688769422208"
"2022-05-13";"0.5207361850325396"
"2022-05-12";"0.6674008416609389"
"2022-05-11";"0.6903970421775869"
"2022-05-10";"0.8201978184271109"
