"Datum";"Niederösterreich"
"2022-09-19";"0.19636137399116052"
"2022-09-11";"0.3113688553302456"
"2022-09-10";"0.5097787086327893"
"2022-09-09";"0.5601127717124906"
"2022-09-08";"0.5513335746637055"
"2022-09-07";"0.5852798032523413"
"2022-09-06";"0.8158800457337638"
"2022-09-05";"0.4020872248343585"
"2022-09-04";"0.3979902662115921"
"2022-09-03";"0.5343604603693877"
"2022-09-02";"0.6045940367596686"
"2022-09-01";"0.5858650830555936"
"2022-08-31";"0.5999117983336499"
"2022-08-30";"0.6572692190523793"
"2022-08-29";"0.3810171519172742"
"2022-08-28";"0.3628734780164516"
"2022-08-27";"0.5946442801043788"
"2022-08-26";"0.660195618068641"
"2022-08-25";"0.6443930633808278"
"2022-08-24";"0.7198941580003798"
"2022-08-23";"0.6127879540052014"
"2022-08-22";"0.5343604603693877"
"2022-08-21";"0.4623710445693497"
"2022-08-20";"0.6321021875125287"
"2022-08-19";"0.6666336959044168"
"2022-08-18";"0.6461489027905848"
"2022-08-17";"0.8615318703874465"
"2022-08-16";"0.6244935500702482"
"2022-08-15";"0.4951467135514807"
"2022-08-14";"0.45768880614333096"
"2022-08-13";"0.7111149609515948"
"2022-08-12";"0.7462317491467352"
"2022-08-11";"0.5729889273840422"
"2022-08-10";"0.80241861025896"
"2022-08-09";"0.6467341825938372"
"2022-08-08";"0.6227377106604912"
"2022-08-07";"0.5899620416783601"
"2022-08-06";"0.6894596082312581"
"2022-08-05";"0.773154620096343"
"2022-08-04";"0.7415495107207165"
"2022-08-03";"0.5887914820718554"
"2022-08-02";"1.095643791688383"
"2022-08-01";"1.0090223808070367"
"2022-07-31";"0.608690995382435"
"2022-07-30";"0.8480704349126426"
"2022-07-29";"0.9264979285484564"
"2022-07-28";"0.9054278556313721"
"2022-07-27";"1.034189412346887"
"2022-07-26";"1.287615567155151"
"2022-07-25";"1.0897909936558596"
"2022-07-24";"1.4099390460348904"
"2022-07-23";"0.5601127717124906"
"2022-07-22";"1.4052568076088716"
"2022-07-21";"1.4977310165227415"
"2022-07-20";"1.1928002390282717"
"2022-07-19";"1.8237318669342957"
"2022-07-18";"1.3121973188917493"
"2022-07-17";"0.8972339383858393"
"2022-07-16";"1.3268293139730578"
"2022-07-15";"1.3929659317405725"
"2022-07-14";"1.7412074146757155"
"2022-07-13";"1.1928002390282717"
"2022-07-12";"1.4766609436056573"
"2022-07-11";"1.501827975145508"
"2022-07-10";"0.48051471847017224"
"2022-07-09";"1.2255759080104027"
"2022-07-08";"1.2922978055811696"
"2022-07-07";"1.425156320919451"
"2022-07-06";"1.2472312607307394"
"2022-07-05";"1.3069298006624783"
"2022-07-04";"1.0400422103794107"
"2022-07-03";"0.9475680014655407"
"2022-07-02";"1.277665810499861"
"2022-07-01";"1.0915468330656166"
"2022-06-30";"1.6352717702870416"
"2022-06-29";"0.9247420891386994"
"2022-06-28";"1.3613608223649458"
"2022-06-27";"1.5047543741617695"
"2022-06-26";"1.1682184872916732"
"2022-06-25";"0.7397936713109595"
"2022-06-24";"1.075158998574551"
"2022-06-23";"1.1688037670949256"
"2022-06-22";"1.0142898990363074"
"2022-06-21";"1.4626142283276011"
"2022-06-20";"0.8035891698654647"
"2022-06-19";"0.7901277343906608"
"2022-06-18";"1.0745737187712987"
"2022-06-17";"0.5466513362376868"
"2022-06-16";"0.7696429412768289"
"2022-06-15";"0.9592735975305875"
"2022-06-14";"0.8322678802248293"
"2022-06-13";"0.5261665431238548"
"2022-06-12";"0.39272274798232104"
"2022-06-11";"0.3523384415579095"
"2022-06-10";"0.4933908741417238"
"2022-06-09";"0.4980731125677425"
"2022-06-08";"0.6719012141336879"
"2022-06-07";"0.16621946412366492"
"2022-06-06";"0.08193917245532778"
"2022-06-05";"0.3101982957237409"
"2022-06-04";"0.37399379427824614"
"2022-06-03";"0.38043187211402185"
"2022-06-02";"0.39857554601484446"
"2022-06-01";"0.22357688484239438"
"2022-05-31";"0.26571703067656294"
"2022-05-30";"0.21011544936759052"
"2022-05-29";"0.09364476852037462"
"2022-05-28";"0.29263990162617065"
"2022-05-27";"0.27039926910258166"
"2022-05-26";"0.1486610700260947"
"2022-05-25";"0.35175316175465715"
"2022-05-24";"0.22474744444889908"
"2022-05-23";"0.0"
"2022-05-22";"0.09657116753663632"
"2022-05-21";"0.3330242080505822"
"2022-05-20";"0.46646800319211607"
"2022-05-19";"0.29381046123267535"
"2022-05-18";"0.3061013371009745"
"2022-05-17";"0.5566010928929767"
"2022-05-16";"0.2791784661513668"
"2022-05-15";"0.16739002373016962"
"2022-05-14";"0.529678221943369"
"2022-05-13";"0.538457418992154"
"2022-05-12";"0.5659655697450141"
"2022-05-11";"0.490464475125462"
"2022-05-10";"0.6028381973499115"
"2022-05-09";"0.5911326012848648"
"2022-05-08";"0.3312683686408252"
"2022-05-07";"0.5261665431238548"
"2022-05-06";"0.9130364930736525"
"2022-05-05";"0.5835239638425843"
"2022-05-04";"0.5765006062035561"
"2022-05-03";"0.608690995382435"
"2022-05-02";"0.5244107037140978"
"2022-05-01";"0.6742423333466971"
"2022-04-30";"0.6648778564946597"
"2022-04-29";"0.7222352772133892"
"2022-04-28";"0.38921106916280696"
"2022-04-27";"0.5261665431238548"
"2022-04-26";"0.46646800319211607"
"2022-04-25";"0.012876155671551509"
"2022-04-24";"0.3464856435253861"
"2022-04-23";"0.9130364930736525"
"2022-04-22";"0.8773344250752596"
"2022-04-21";"1.1172991444087195"
"2022-04-20";"1.1892885602087575"
"2022-04-19";"0.7280880752459126"
"2022-04-18";"0.7784221383256139"
"2022-04-17";"0.9768319916281577"
"2022-04-16";"1.4778315032121618"
"2022-04-15";"1.2390373434852064"
"2022-04-14";"1.7037495072675657"
"2022-04-13";"1.1992383168640475"
"2022-04-12";"1.6557565634008737"
"2022-04-11";"0.8890400211403066"
"2022-04-10";"1.2103586331258418"
"2022-04-09";"1.8453872196546321"
"2022-04-08";"1.6540007239911168"
"2022-04-07";"2.0666229852840172"
"2022-04-06";"1.786859239329398"
"2022-04-05";"2.525482351033853"
"2022-04-04";"2.04730875177669"
"2022-04-03";"1.448567513049545"
"2022-04-02";"2.636685513651798"
"2022-04-01";"2.1233951261994948"
"2022-03-31";"2.9293254152779684"
"2022-03-30";"3.1973835651675406"
"2022-03-29";"5.051549981870958"
"2022-03-28";"3.0733042468780445"
"2022-03-27";"3.025896582814605"
"2022-03-26";"3.866943660088219"
"2022-03-25";"4.418277234751924"
"2022-03-24";"4.867186843846471"
